id,name,birthDate,gender,type
10157-9012,Augusta,2010-04-20,F,Ferret
57469-005,Burton,2004-01-04,M,Ferret
56136-001,Nora,2016-10-03,F,Bird
21695-361,Xylina,2010-11-29,F,Bird
36987-3380,Jeanette,2007-06-20,F,Cat
39822-0171,Lorain,2008-06-18,F,Ferret
55714-1113,Brandi,2004-11-01,F,Dog
55316-437,Mora,2008-12-26,F,Bird
63481-435,Hestia,2015-02-24,F,Cat
68258-7160,Romona,2006-07-10,F,Bird
29500-7020,Marika,2018-10-21,F,Cat
13537-325,Doralynne,2018-12-31,F,Bird
53877-001,Wendi,2011-10-20,F,Bird
51346-047,Dania,2004-10-05,F,Bird
42858-802,Maryanna,2008-01-22,F,Cat
16714-354,Byran,2012-06-04,M,Cat
24236-070,Hillard,2009-02-02,M,Dog
49288-0819,Drew,2008-05-14,M,Cat
17478-327,Husain,2006-07-14,M,Hamster
54868-0262,Gabriela,2010-04-07,F,Ferret
0363-4009,Alexis,2018-10-20,M,Hamster
51143-439,Cherise,2019-02-26,F,Bird
50544-006,Alexis,2013-11-07,M,Hamster
43199-021,Lee,2007-04-06,M,Ferret
49349-561,Sutherland,2014-05-27,M,Dog
64578-0062,Aindrea,2011-03-28,F,Cat
36987-1951,Barn,2018-08-04,M,Hamster
52125-451,Rowland,2015-06-15,M,Hamster
68084-443,Hanni,2010-02-05,F,Hamster
49738-908,Sarette,2005-04-22,F,Bird
51009-207,Mathias,2011-08-16,M,Bird
0527-1414,Bartholomeus,2010-12-30,M,Bird
59779-404,Hebert,2009-07-16,M,Bird
16590-191,Gilemette,2011-08-12,F,Ferret
54868-3873,Cameron,2012-04-07,M,Dog
65841-739,Oswell,2009-12-03,M,Ferret
68428-119,Sigfrid,2009-06-11,M,Dog
12634-171,Reginald,2016-12-15,M,Cat
76282-271,Eleonora,2012-04-23,F,Ferret
75916-0635,Lorita,2006-06-14,F,Dog
54194-268,Davey,2007-03-02,M,Dog
58668-2871,Pavlov,2017-08-31,M,Cat
57670-000,Reynard,2008-01-26,M,Hamster
50268-081,Reinaldo,2015-08-22,M,Ferret
55711-069,Gran,2016-07-31,M,Hamster
10544-534,Pooh,2014-02-16,M,Dog
66336-341,Marius,2005-05-08,M,Bird
50436-3332,Pebrook,2012-06-28,M,Ferret
58767-722,Kelli,2013-11-15,F,Cat
59390-206,Ardene,2004-05-12,F,Bird
49571-001,Viole,2015-01-21,F,Bird
66116-361,Gabey,2010-10-18,F,Hamster
43063-367,Maryl,2017-04-16,F,Cat
76173-1001,Kimmy,2008-03-11,F,Bird
55045-1173,Montgomery,2007-06-15,M,Bird
41163-437,Drud,2018-04-30,M,Bird
52069-100,Gustavo,2007-06-21,M,Hamster
10812-434,Donn,2009-05-27,M,Ferret
33261-454,Loraine,2018-10-30,F,Hamster
21695-494,Edgard,2008-02-10,M,Bird
61821-051,Balduin,2018-10-25,M,Hamster
42254-077,Clevie,2009-10-25,M,Ferret
13537-606,Rosalind,2008-10-31,F,Dog
68703-139,Ericka,2018-03-30,F,Hamster
57520-0922,Skylar,2014-05-30,M,Dog
23155-103,Everard,2006-01-30,M,Dog
33261-842,Thomasa,2017-01-16,F,Hamster
16590-251,Sherwynd,2010-11-27,M,Ferret
10157-9875,Nathanial,2014-01-09,M,Ferret
24477-030,Cary,2008-12-31,M,Cat
0603-1378,Lockwood,2018-04-25,M,Ferret
42291-231,Konstantine,2008-07-16,M,Dog
21130-517,Lora,2007-03-14,F,Ferret
51209-003,Arron,2004-11-23,M,Ferret
76270-109,Yoko,2010-10-13,F,Ferret
0378-4472,Robyn,2017-09-02,F,Cat
59779-524,Christalle,2014-07-05,F,Cat
14783-271,Yoshi,2011-07-15,F,Dog
59779-039,Tedd,2008-07-13,M,Dog
60681-1807,Karry,2004-05-12,F,Ferret
0955-1025,Elna,2012-03-13,F,Bird
49281-014,Giuditta,2018-03-04,F,Bird
62011-0187,Helenka,2004-03-24,F,Dog
55154-1579,Karola,2012-02-02,F,Dog
68828-062,Arlina,2017-12-27,F,Cat
55111-681,Antoine,2003-11-07,M,Hamster
0132-0655,Annetta,2010-02-16,F,Dog
49288-0240,Hewie,2012-02-03,M,Cat
0093-5562,Thatch,2019-06-10,M,Cat
11822-0619,Pren,2010-03-30,M,Ferret
54868-1959,Erl,2015-01-31,M,Dog
62839-1254,Cesar,2018-05-04,M,Bird
63187-060,Salvador,2004-04-09,M,Cat
47918-048,Genevra,2014-08-24,F,Bird
37000-164,Silvain,2012-07-23,M,Ferret
0378-2660,Robby,2008-11-22,M,Hamster
43269-816,Dud,2008-07-03,M,Bird
59779-871,Todd,2014-09-11,M,Dog
49349-383,Flem,2019-02-14,M,Bird
31382-898,Brnaba,2012-07-16,M,Dog
58356-002,Tallulah,2013-08-23,F,Hamster
60505-0115,Guntar,2015-12-14,M,Bird
0904-6310,Pascal,2007-11-01,M,Hamster
68084-030,Hermione,2014-03-26,F,Hamster
0603-4991,Taite,2003-11-09,M,Bird
49999-439,Nicol,2008-09-21,M,Hamster
60505-2870,Ddene,2012-04-06,F,Hamster
59779-012,Nickolas,2016-06-27,M,Hamster
68645-430,Wye,2006-11-18,M,Hamster
53150-336,Wye,2008-01-20,M,Cat
50532-112,Katharine,2014-10-07,F,Ferret
50653-4001,Tedie,2005-03-10,M,Cat
46783-121,Colby,2006-06-17,M,Dog
11673-437,Kym,2015-06-13,F,Bird
62584-265,Gilberto,2017-07-28,M,Bird
0703-5657,Aeriel,2008-09-13,F,Ferret
0517-4930,Cris,2003-10-04,M,Dog
41520-016,Nikita,2019-05-15,M,Cat
10678-004,Chanda,2005-05-01,F,Bird
0187-5183,Melvyn,2018-11-30,M,Cat
0115-1911,Glory,2004-09-25,F,Bird
58356-001,Floria,2012-10-05,F,Bird
60512-6350,Casi,2010-05-24,F,Dog
0591-2368,Win,2010-10-01,M,Bird
0904-6096,Jase,2015-01-18,M,Cat
0574-0872,Ky,2006-02-14,M,Hamster
52686-251,Tedd,2016-02-02,M,Hamster
56062-281,Morgan,2008-02-14,M,Dog
76237-296,Davine,2018-07-02,F,Cat
36987-3129,Hamid,2006-02-12,M,Ferret
36987-2122,Ajay,2015-02-03,F,Ferret
49283-005,Lenka,2017-09-09,F,Cat
36987-2888,Matilde,2010-12-27,F,Hamster
65460-3111,Aksel,2010-04-09,M,Ferret
37205-204,Hayyim,2004-05-18,M,Ferret
0615-1354,Lucky,2007-07-15,F,Cat
51079-943,Cosetta,2004-10-02,F,Hamster
48951-8099,Rancell,2011-04-05,M,Ferret
11673-831,Jodee,2012-06-19,F,Hamster
57884-2021,Elisabetta,2003-09-02,F,Ferret
61481-0590,Fernanda,2010-06-07,F,Dog
37000-616,Nappie,2003-12-22,M,Cat
67692-148,Franni,2018-07-04,F,Cat
10812-068,Lenka,2013-05-07,F,Cat
0069-0201,Omar,2015-06-30,M,Hamster
76358-192,Adele,2009-12-15,F,Hamster
36987-3047,Lib,2016-04-16,F,Hamster
51285-092,Ettore,2007-11-05,M,Hamster
57520-0249,Merv,2015-08-03,M,Bird
65649-102,Teodorico,2015-11-16,M,Hamster
66472-026,Steven,2016-10-19,M,Bird
43857-0291,Talyah,2011-06-01,F,Dog
62011-0192,Lusa,2016-01-26,F,Cat
36987-3086,Hatty,2009-03-31,F,Ferret
63629-4179,Aurthur,2004-09-24,M,Cat
13668-039,Koralle,2015-01-28,F,Cat
61515-101,Sandi,2009-01-13,F,Hamster
51660-423,Bertrando,2014-04-22,M,Hamster
54868-6036,Saul,2009-06-11,M,Ferret
37000-654,Crystie,2008-12-01,F,Bird
41163-691,Kyla,2014-10-14,F,Dog
36800-946,Antonina,2007-06-12,F,Hamster
55910-304,Eward,2016-04-16,M,Hamster
0093-9477,Lilla,2010-07-25,F,Hamster
68258-7047,Tildi,2014-07-28,F,Ferret
58370-7001,Corney,2009-05-05,M,Ferret
0430-6201,Matthieu,2015-12-10,M,Ferret
47682-190,Arin,2015-02-20,M,Dog
55154-9405,Ezequiel,2006-02-20,M,Bird
51329-2001,Dosi,2012-12-30,F,Dog
68788-9877,Lilah,2009-03-02,F,Dog
0591-3249,Gilberto,2012-05-07,M,Dog
58162-100,Monro,2014-10-03,M,Hamster
54868-5110,Morten,2004-03-01,M,Dog
51672-4013,Heidie,2010-11-07,F,Hamster
42254-239,Sig,2016-11-29,M,Ferret
42023-115,Carmel,2017-11-10,F,Cat
50383-803,Brenden,2014-08-05,M,Ferret
55315-730,Eward,2005-08-09,M,Dog
67877-171,Gan,2006-05-15,M,Bird
50390-707,Vachel,2007-04-04,M,Ferret
63783-015,Hadley,2009-09-24,M,Dog
0168-0346,Gabriel,2006-07-11,M,Bird
0781-9413,Callie,2012-01-17,F,Bird
55316-205,Celestyn,2014-06-26,F,Dog
48407-0007,Alta,2010-06-14,F,Hamster
41163-236,Michal,2011-11-03,F,Ferret
42884-442,Hanny,2016-10-09,F,Dog
68391-319,Quintana,2006-08-12,F,Ferret
63146-117,Nels,2014-12-31,M,Bird
49348-443,Kristy,2014-01-23,F,Cat
42507-308,Mervin,2018-10-11,M,Bird
63824-600,Jerrilyn,2019-01-28,F,Bird
0409-6660,Joya,2008-12-31,F,Hamster
76279-420,Aile,2011-06-02,F,Hamster
10096-0082,Aguie,2018-09-26,M,Dog
13310-119,Otto,2011-03-08,M,Bird
55289-809,Lockwood,2004-01-08,M,Bird
66312-540,Ernesta,2010-02-26,F,Dog
55143-103,Gilberto,2012-11-23,M,Dog
28105-149,Xavier,2007-12-08,M,Dog
48951-8031,Josee,2007-04-10,F,Cat
24338-300,Carter,2009-08-31,M,Cat
0904-5721,Euell,2017-08-17,M,Dog
53808-0453,Ulric,2008-08-22,M,Cat
52125-727,Gal,2016-11-21,M,Dog
35356-686,Sheppard,2008-09-24,M,Cat
49643-818,Michel,2014-06-07,F,Ferret
51452-003,Annamarie,2011-11-12,F,Cat
55319-999,Trumaine,2009-05-01,M,Hamster
76166-002,Fayina,2018-04-29,F,Bird
54973-9146,Betteanne,2003-12-31,F,Ferret
55910-620,Pen,2012-12-16,F,Bird
41167-0073,Peter,2016-03-29,M,Ferret
52125-910,Jerrine,2017-06-16,F,Hamster
34666-131,Biddy,2019-04-08,F,Ferret
60913-018,Janette,2012-12-08,F,Bird
76329-3301,Danni,2019-05-09,F,Hamster
55316-974,Karoly,2006-07-08,F,Bird
76351-100,Curry,2004-05-04,M,Bird
55289-096,Geneva,2014-01-16,F,Hamster
61748-400,Jocko,2015-10-18,M,Hamster
65862-081,Fair,2007-01-17,M,Cat
49825-114,Yehudit,2016-12-02,M,Dog
49643-450,Burt,2010-03-16,M,Ferret
49738-544,Issiah,2016-06-19,M,Hamster
65342-1395,Gusella,2012-07-20,F,Hamster
0173-0822,Iris,2005-09-21,F,Bird
65044-2014,Levin,2015-10-06,M,Dog
0031-8721,Janith,2007-02-14,F,Dog
65601-717,Tessa,2006-03-02,F,Cat
60505-2546,Raffarty,2016-09-07,M,Hamster
52686-242,Jo,2005-01-18,M,Hamster
68258-6023,Tito,2005-10-06,M,Hamster
55289-110,Domenico,2017-12-18,M,Ferret
52959-824,Nefen,2005-08-17,M,Dog
54300-0001,Clementius,2015-08-14,M,Cat
57664-056,Reiko,2013-03-17,F,Hamster
55154-2415,Alyssa,2016-05-13,F,Bird
41520-807,Arri,2016-01-05,M,Hamster
15338-211,Silvana,2003-09-06,F,Hamster
0641-6103,Morty,2014-12-27,M,Ferret
76159-002,Thaddeus,2014-03-20,M,Bird
37808-471,Adam,2015-08-01,M,Dog
55390-021,Alfred,2013-05-26,M,Dog
62670-4383,Lucretia,2013-04-06,F,Bird
51414-800,Tad,2018-10-24,M,Dog
58479-005,Hadley,2004-03-13,M,Cat
0143-9722,Rafaela,2017-10-18,F,Ferret
55926-0022,Dinnie,2009-10-26,F,Ferret
25021-671,Vernon,2004-02-12,M,Ferret
54569-3405,Filip,2008-08-15,M,Hamster
51386-710,Mathilde,2004-05-20,F,Bird
55648-922,Neel,2012-09-30,M,Cat
43419-503,Velma,2012-12-24,F,Cat
54868-4155,Kate,2008-10-04,F,Hamster
60505-2607,Jennee,2013-07-07,F,Bird
54868-1036,Jsandye,2018-10-13,F,Ferret
36800-109,Mariska,2008-03-16,F,Dog
49288-0821,Lammond,2016-03-23,M,Bird
52125-608,Caleb,2006-11-07,M,Dog
59762-1702,Dacie,2019-04-27,F,Cat
36987-2414,Del,2017-02-28,M,Hamster
41250-631,Augusto,2019-02-24,M,Bird
49349-494,Ephrayim,2011-10-29,M,Bird
50021-305,Rufus,2007-05-13,M,Cat
13537-157,Derwin,2004-12-18,M,Cat
48951-7042,Briant,2008-10-18,M,Ferret
55154-2353,Monroe,2009-03-10,M,Bird
13925-167,Avrom,2010-07-02,M,Cat
55154-5034,Eberto,2008-02-04,M,Dog
76237-110,Jeramie,2004-06-24,M,Ferret
52007-200,Rab,2019-03-04,M,Hamster
76296-005,Tamarra,2003-12-15,F,Ferret
24488-008,Sigrid,2005-12-29,F,Dog
0268-1234,Hermione,2014-04-07,F,Hamster
68382-422,Davida,2009-09-05,F,Dog
29500-8040,Care,2012-05-30,M,Bird
41163-157,Lilias,2006-09-06,F,Dog
17271-507,Jilly,2014-09-03,F,Hamster
59779-618,Heall,2015-07-17,M,Ferret
0615-3541,Loydie,2011-05-25,M,Ferret
55154-0130,Marijn,2017-07-10,M,Ferret
24385-460,Maureen,2015-08-16,F,Bird
55118-225,Dewain,2013-06-18,M,Dog
37000-037,Maureen,2009-08-16,F,Hamster
0338-0114,Brandon,2015-04-25,M,Ferret
59898-205,Chiquia,2010-10-27,F,Cat
59779-401,Cammy,2013-07-04,M,Ferret
0067-6395,Hew,2018-05-27,M,Ferret
65923-004,Linc,2009-01-02,M,Ferret
55154-4709,Birk,2009-11-11,M,Hamster
0268-6124,Ulrick,2012-04-16,M,Hamster
43742-0498,Sibley,2019-06-04,F,Bird
0268-6538,Winny,2005-11-15,M,Dog
41520-113,Kerby,2013-11-06,M,Ferret
57687-919,Hollis,2013-10-13,M,Ferret
54868-4987,Alanson,2009-07-21,M,Ferret
17478-714,Hailee,2016-04-10,F,Hamster
49349-675,Gun,2018-03-05,M,Bird
33237-002,Kylie,2018-02-15,M,Dog
63354-960,Quinta,2013-08-10,F,Ferret
55118-555,Nertie,2007-05-29,F,Hamster
50051-0007,Asia,2015-11-06,F,Cat
59336-001,Krysta,2008-05-29,F,Cat
61328-002,Gabriellia,2019-02-01,F,Hamster
0093-0536,Jonathon,2007-04-23,M,Bird
36987-3010,Marjorie,2013-12-20,F,Bird
24208-295,Ebony,2004-10-14,F,Cat
0409-6482,Julie,2006-09-27,F,Dog
65841-260,Crichton,2009-09-03,M,Hamster
52982-106,Caron,2018-05-02,F,Bird
0268-0060,Alexis,2005-04-02,M,Hamster
64679-272,Brok,2003-11-20,M,Cat
41250-176,Deloria,2011-04-05,F,Dog
36987-1300,Tansy,2010-03-21,F,Dog
52125-349,Brigg,2017-12-15,M,Bird
65044-0778,Car,2015-03-31,M,Hamster
53645-1060,Gerda,2008-11-27,F,Cat
51621-032,Niles,2015-01-27,M,Hamster
30142-733,Anstice,2011-11-16,F,Bird
0378-0577,Kathie,2013-04-14,F,Cat
58552-121,Shanda,2015-01-22,F,Cat
68382-099,Christy,2016-03-10,M,Ferret
0781-6169,Juana,2010-12-05,F,Bird
52584-035,Kit,2008-06-09,M,Ferret
67046-309,Elvyn,2008-09-09,M,Ferret
24909-109,Andrej,2008-10-01,M,Ferret
60760-695,Zarla,2018-12-19,F,Cat
51060-034,Gerrie,2004-02-26,F,Ferret
0245-0008,Yorgos,2011-12-11,M,Bird
68084-045,Marco,2008-06-09,M,Hamster
41250-609,Kalinda,2007-03-30,F,Cat
76077-300,Zack,2010-03-15,M,Dog
55154-5561,Randie,2008-09-21,F,Cat
48951-9010,Shepard,2018-09-07,M,Hamster
57955-5639,Denice,2014-06-10,F,Bird
68001-180,Ugo,2018-10-07,M,Cat
36987-1467,Araldo,2016-04-04,M,Bird
61601-1119,Cheston,2005-01-04,M,Hamster
57520-0239,Sebastian,2017-10-04,M,Dog
49643-107,Kenyon,2015-06-04,M,Dog
62654-142,Liliane,2004-12-21,F,Hamster
55739-1022,Perla,2013-01-25,F,Dog
60846-808,Brendan,2010-07-17,M,Cat
68428-019,Olympe,2013-03-13,F,Hamster
48951-1152,Myrtie,2011-04-04,F,Hamster
49349-813,Corina,2010-01-25,F,Cat
49288-0412,Arny,2005-09-26,M,Ferret
65044-3108,Michaelina,2006-01-11,F,Ferret
36987-3363,Kore,2007-01-01,F,Cat
75857-3151,Thoma,2017-06-14,M,Bird
62296-0021,Juliann,2009-07-09,F,Ferret
0187-2048,Humfrid,2006-08-21,M,Hamster
65841-050,Desmond,2005-12-16,M,Dog
11673-604,Salomone,2010-07-24,M,Hamster
65862-161,Gilly,2008-10-28,F,Ferret
62011-0201,Romonda,2006-12-30,F,Ferret
76151-251,Stefania,2018-10-14,F,Cat
49348-498,Cory,2016-09-28,F,Cat
50844-753,Lissie,2011-07-28,F,Dog
6889-0319,Sven,2009-10-12,M,Ferret
59779-140,Arny,2015-05-06,M,Bird
63629-3380,Sean,2015-02-05,F,Bird
36987-1282,Carly,2009-02-20,M,Ferret
53270-0125,Egbert,2014-04-18,M,Cat
59779-261,Christopher,2007-04-03,M,Bird
68428-050,Hanan,2005-10-20,M,Hamster
62742-4038,Pamelina,2005-06-30,F,Bird
0093-1118,Sandi,2019-01-18,F,Ferret
50742-109,Wrennie,2010-09-05,F,Dog
64205-820,Lalo,2012-08-24,M,Ferret
59779-213,Vinson,2007-11-19,M,Hamster
10812-109,Odey,2003-08-27,M,Hamster
68437-011,Filmore,2018-10-13,M,Hamster
0378-5123,Dniren,2008-07-05,F,Hamster
64092-031,Marne,2017-05-24,F,Hamster
24385-169,Natalina,2014-11-05,F,Dog
0179-0111,Hurlee,2007-01-17,M,Cat
30142-009,Shantee,2017-04-29,F,Cat
65044-6584,Krysta,2017-10-07,F,Cat
11822-0543,Shelia,2011-08-15,F,Ferret
0168-0246,Sandie,2004-08-22,F,Bird
0378-0086,Rosita,2009-03-10,F,Ferret
0409-1163,Sherye,2016-09-11,F,Bird
54973-2961,Lina,2017-04-13,F,Cat
61442-222,Vonnie,2003-12-16,F,Cat
63187-103,Aggy,2015-08-02,F,Hamster
60505-0380,Shaylynn,2018-11-07,F,Cat
36987-2854,Llewellyn,2017-08-04,M,Cat
41268-374,Rubie,2009-09-14,F,Hamster
52486-100,Cosme,2014-07-12,M,Ferret
55154-9417,Rhonda,2007-05-04,F,Dog
43742-0290,Chery,2008-02-27,F,Dog
52533-160,Fayth,2015-09-17,F,Bird
55154-4799,Collie,2012-06-02,F,Bird
58118-2331,Abby,2003-12-09,M,Hamster
53499-1233,Yancey,2017-12-17,M,Bird
54868-3533,Stavro,2009-08-22,M,Ferret
55289-335,Leon,2009-03-29,M,Cat
13668-104,Christos,2004-06-26,M,Cat
49349-942,Eddie,2011-12-30,M,Bird
66184-150,Fancy,2005-05-14,F,Ferret
68788-0523,Bettina,2004-08-27,F,Hamster
41499-124,Hobie,2004-07-27,M,Cat
0615-7627,Gasper,2009-06-09,M,Dog
65862-706,Russ,2019-04-04,M,Hamster
49349-604,Haleigh,2013-11-11,M,Ferret
63323-772,Hurlee,2012-06-26,M,Bird
98132-705,Gretel,2016-10-10,F,Bird
21695-063,Conny,2007-12-26,F,Ferret
63621-355,Sauncho,2017-09-30,M,Hamster
